@relation 'final_electricity_dataset-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Remove-V-R1,23-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute connected_load_kw numeric
@attribute units numeric

@data
0.327516,3077.31
0.621549,5751.55
0.265361,3122.5
0.5626,4513.17
0.436153,4476.65
0.427248,4636.76
0.484239,2471.53
0.422084,4154.57
0.443989,3485.16
0.564737,5073.6
0.461799,3865.18
0.445948,4369.63
0.269813,2767.07
0.436153,4590.18
0.576848,4716.54
0.26821,4278.96
0.546394,5699.86
0.306857,2759.98
0.289225,5005.06
0.198931,1776.91
0.724132,6682.44
0.435797,4725.65
0.453785,4711.61
0.430454,4693.39
0.405165,5608.9
0.434372,4969.77
0.414069,6240.08
0.477471,3057.07
0.448264,4821.49
0.19163,1895.62
0.6748,8149.99
0.415138,4840.64
0.353874,2847.55
0.305966,2292.05
0.402493,4368.85
0.41122,4923.47
0.412289,4454
0.408014,4391.17
0.580232,5829.94
0.160819,1706.98
0.606589,4369.24
0.383615,4319.37
0.421906,4661.52
0.413535,4577.7
0.434728,4555.81
0.383437,3131.56
0.621193,4800.74
0.420659,4619.29
0.405699,4435.47
0.443633,4987.92
0.578985,6697.68
0.449154,4324.2
0.252538,1959.05
0.400178,4358.07
0.469635,2765.51
0.22992,2867.31
0.412467,4763.78
0.406055,4769.95
0.39537,4597.25
0.443633,4642.7
0.195904,3699.09
0.630276,6250.59
0.466073,5685.71
0.715939,7899.18
0.144969,2577.64
0.427783,4668.61
0.45236,4371.46
0.431879,5003.54
0.448442,4701.98
0.574354,3449.51
0.502582,4287.86
0.309528,4139.76
0.172573,1796.51
0.417988,4959.48
0.440071,4736.64
0.431701,4274.12
0.70098,6420.73
0.431345,4465.01
0.494212,4382.86
0.426536,4578.13
0.44114,4970.89
0.404274,4788.72
0.179163,1898.14
0.404452,4824.56
0.544256,5021.97
0.437934,4606.9
0.143188,3538.82
0.431701,4286.28
0.336242,3200.52
0.398575,4303.64
0.440606,4494.19
0.454853,4962.92
0.444346,4463.68
0.319323,4067.79
0.422796,4569.38
0.435975,4249.33
0.9813,10748.58
0.268388,2519.24
0.206233,2916.11
0.564025,6582.58
0.043811,1197.47
0.434907,4904.69
0.417275,6340.37
0.165628,3809.51
0.444702,5107.75
0.355298,6272.35
0.46821,4768.53
0.441318,4563.61
0.263936,4585.11
0.424221,4613.82
0.429386,4905.16
0.412289,4430.17
0.284239,4447.07
0.464292,5267.45
0.437578,4512.44
0.143722,2007.59
0.535886,6865.06
0.451113,4920.81
0.454853,4769.89
0.444346,4784.52
0.445414,4687.39
0.44203,6946.66
0.516474,4482.61
0.269279,2745.19
0.432235,4505.83
0.424043,4444.29
0.450223,4820.11
0.405343,4189.45
0.380232,3682.24
0.446483,4589.47
0.131434,2403.07
0.174711,1874.28
0.224043,4232.68
0.245948,2592.54
0.439893,5098.39
0.416207,4479.66
0.434194,4435.92
0.433482,4171.59
0.44114,4420.68
0.416919,4300.42
0.221015,2015.42
0.412467,4434.09
0.429742,4731.83
0.43829,4808.08
0.446661,4667.7
0.433482,4805.53
0.453072,2384.99
0.449688,4270.35
0.451291,4633.21
0.504185,3880.4
0.439537,4982.52
0.193767,2790.01
0.441496,4572.01
0.331434,3938.07
0.322351,3369.19
0.466963,3883.45
0.498308,4296.75
0.543722,2610.45
0.260018,4057.09
0.428139,5017.53
0.565984,4594.34
0.493321,4715.45
0.58789,7580.81
0.426714,4600.22
0.457168,4456.88
0.265539,3385.76
0.718255,9306.22
0.286198,5108.48
0.150846,2205.07
0.46732,6198.66
0.712199,4076.45
0.218344,3136.92
0.605699,3536.88
0.541051,5518.34
0.448264,5099.55
0.323776,4088.66
0.486198,3153.68
0.419056,4519.05
0.085485,1656.16
0.492253,6184.64
0.406411,2790.59
0.416563,4525.78
0.407658,4736.84
0.445592,5326.44
0.495459,5667.39
0.773108,7415.78
0.447729,4572.65
0.687088,7519.31
0.433482,4384.32
0.429742,4498.22
0.424043,4794
0.429564,4857.48
0.531256,5753.49
0.452182,4471.17
0.123598,2294.98
0.287444,3134.23
0.420837,5258.8
0.436331,4302.64
0.443811,5062.14
0.513268,4253.6
0.439181,5117
0.446305,4752.5
0.42707,4699.52
0.432413,4547.07
0.489225,4770.16
0.397685,4697.84
0.320926,3144.07
0.479786,6184.89
0.41959,4854.93
0.349243,4819.22
0.45984,4920.29
0.44951,4623.12
0.436866,5742.96
0.583793,5663.63
0.470347,5708.94
0.446305,4649.24
0.284239,2356.1
0.464648,5230.24
0.431701,4944.58
0.371683,3971.88
0.624577,6307.49
0.667854,9405.2
0.426892,4453.27
0.466429,3750.36
0.692609,8671.81
0.409795,4468.11
0.430632,4693.21
0.454497,4543.42
0.526803,4413.13
0.41959,4448.45
0.43455,5258.95
0.416919,4732.34
0.407124,1645.29
0.437756,4422.62
0.213713,4327.23
0.446483,4728.35
0.655209,8633.08
0.426002,4234.12
0.320926,2471.2
0.435441,4932.78
0.432413,3912.63
0.546215,6845.81
0.423687,4950.23
0.324666,4630.38
0.507569,3946.76
0.504363,7601.38
0.453785,5551.12
0.562244,6677.42
0.416563,4855.4
0.42618,4431.53
0.447551,5022.1
0.451469,4815.02
0.478005,3951.38
0.366162,4095.13
0.312556,3064.41
0.402493,4379.51
0.23081,1957.43
0.606055,5236.88
0.411042,5452.79
0.426002,4977.31
0.652716,7919.99
0.443277,4196.33
0.537133,7243.74
0.194123,2166.93
0.442386,4401.9
0.211042,2891.2
0.586465,4212.47
0.314871,2213.67
0.465183,4275.14
0.457346,4391.37
0.44203,4628.36
0.957079,7948.07
0.408549,4490.12
0.431345,4593.74
0.332324,4491.89
0.476402,3694.46
0.409083,4327.73
0.605521,4236.37
0.450045,5089.88
0.323776,4029.12
0.455744,4524.19
0.522173,5974.24
0.557614,6250.18
0.306144,2603.59
0.517364,5687.86
0.420303,5046.13
0.126981,769.05
0.28976,2816.07
0.647195,8094.42
0.355298,2501.22
0.595013,3751.65
0.277293,2128.25
0.228851,1912.94
0.41585,4631.14
0.110419,1499.56
0.434194,4348.8
0.430098,4324.32
0.322173,3724.11
0.419768,4325.83
0.583793,6368.37
0.891897,8770.2
0.336776,3420.65
0.44862,4346.09
0.209795,1407.84
0.4187,4357.42
0.491719,5309.62
0.640249,6573.72
0.438646,4883.83
0.382547,2019.8
0.446839,4797.94
0.440071,4947.07
0.617988,3545.18
0.426358,4186.03
0.527159,3751.76
0.434194,4789.3
0.450223,6015.58
0.144791,1766.1
0.450401,5095.84
0.424221,5026.8
0.584684,5855.82
0.799644,6042.92
0.170436,2360.32
0.393589,3906.69
0.628851,6228.8
0.415672,4359
0.436153,4282.79
0.764737,8145.25
0.364203,3179.32
0.463936,4748.08
0.456278,4824.12
0.649154,4324.49
0.429207,4828.19
0.457168,4802.39
0.699555,9501.01
0.328406,2747.84
0.449688,4975.58
0.417097,4230.29
0.44488,4643.42
0.265183,1960.33
0.403918,4404.05
0.404274,4266.77
0.408905,4841.77
0.70098,7396.77
0.448442,4619.85
0.44114,4662.2
0.419768,4839.3
0.320392,4916.78
0.346215,4126.98
0.538379,7036.73
0.428139,4928.78
0.420837,4919.37
0.441852,4456.33
0.341229,3586.59
0.425289,4618.23
0.466073,4549.94
0.592698,6601.19
0.452716,4816.57
0.447017,4493.4
0.532146,3054.8
0.34301,2183.53
0.441674,3376.77
0.633482,5617.98
0.417453,4537.02
0.439893,4540.17
0.373464,5708.58
0.469991,3548.45
0.450223,5133.49
0.542119,6428.17
0.443277,4546.66
0.08691,4118.04
0.416028,4821.9
0.432591,4658.98
0.406411,3189.1
0.432235,4305.16
0.452182,4895.22
0.403028,4422.73
0.439537,4984.89
0.442386,4485.86
0.44203,4805.54
0.474265,3562.02
0.448085,4906.6
0.542654,5321.32
0.430632,4695.99
0.444702,4858.05
0.427605,4752.46
0.430454,4480.68
0.41211,4456.61
0.425289,6017.53
0.282458,2496.32
0.484951,5796.14
0.417809,4479.76
0.432413,4821.47
0.456812,4712.76
0.569368,4291.03
0.2374,4623.69
0.425289,4701.16
0.416919,4568.87
0.443277,4782.1
0.332324,1914.08
0.798041,7492.33
0.418344,4641.45
0.576313,4465.4
0.635085,4918.09
0.450579,4835.1
0.438825,4208.18
0.443277,4855.12
0.429742,2967.75
0.365984,4521.19
0.43455,4963.81
0.719501,7348.53
0.70098,8533.71
0.651469,9017.04
0.439359,4555.84
0.218166,4228.05
0.422618,4580.11
0.440784,4849.75
0.738736,8324.25
0.655922,7373.5
0.550134,4874.13
0.414248,4455.35
0.451469,4696.51
0.431879,5791.02
0.39537,6222.96
0.419234,4648.51
0.895459,6414.12
0.294212,2375.98
0.462155,4338.3
0.427427,4301.59
0.430276,4524.34
0.843277,10770.32
0.333037,4138.32
0.431167,5072.88
0.448976,4494.08
0.420481,4457.36
0.437222,4325.7
0.406946,4517.73
0.543366,5049.55
0.434194,4991.27
0.752449,6077.08
0.645058,7005.76
0.425111,4809.1
0.426002,4525.67
0.412467,4667.12
0.381478,3438.92
0.222974,3011.22
0.63455,4480.06
0.466251,4647
0.618344,6706.41
0.512556,2584.98
0.453963,4887.5
0.531968,6836.87
0.444702,5048.52
0.396616,4330.55
0.491006,4020.54
0.43366,4525.46
0.451291,3068.4
0.38789,3084.82
0.356011,3627.54
0.517186,5380.2
0.438468,4367.28
0.429207,4844.22
0.397507,3445.41
0.357435,3793.22
0.455209,4408.22
0.396794,4106.77
0.427427,4219.06
0.452716,4848.39
0.398931,5100.09
0.278718,5395.57
0.436509,4479.16
0.386287,4089.43
0.491184,3058.63
0.462155,4626.78
0.440962,4923.28
0.4374,4740.57
0.435263,5015.56
0.568655,4064.98
0.437578,4105.94
0.620125,4261.47
0.429029,4747.83
0.484595,7667.48
0.407302,4589.13
0.417275,4169.32
0.416207,4940.46
0.454675,4814
0.441318,5983.97
0.601069,4314.4
0.594301,6934.82
0.481567,4203.08
0.424221,4965.45
0.437934,4668.23
0.441674,5008.07
0.218344,3491.83
0.407658,4519.16
0.432769,2032.85
0.702226,6519.85
0.564737,4077.96
0.522707,5028.26
0.403562,3402.5
0.517542,5221.11
0.456456,4749.33
0.434372,4411.22
0.432057,4599.5
0.276937,2168.26
0.375601,5551.33
0.46073,2402.48
0.350846,3100.52
0.278362,3158.38
0.453072,4959.7
0.445948,7454.77
0.423508,4966.1
0.423687,4778.15
0.442208,4316.68
0.432235,4278.28
0.437934,4825.87
0.44577,4682.64
0.517542,7110.91
0.739092,7057.29
0.430988,4652.68
0.321995,3245.99
0.433304,4754.7
0.311131,4614.16
0.428139,5043.56
0.475512,3259.84
0.57756,6269.19
0.428673,4605.41
0.440427,4923.7
0.305432,3536.41
0.277293,3099.11
0.068744,1267.98
0.653963,5474.27
0.499911,3421.56
0.431167,4729.36
0.345859,3394.35
0.446839,5133.66
0.445948,4726.67
0.406411,4430.89
0.441318,4870.65
0.069991,1946.91
0.438646,4406.82
0.426358,4993.31
0.461443,3229.49
0.520036,5915.35
0.431523,4512.19
0.435263,4144.38
0.273019,3162.2
0.350668,3745.88
0.139448,1635.51
0.438825,4841.2
0.415138,4349.97
0.433126,4716.55
0.430988,4722.91
0.297596,5454.58
0.399644,6134.28
0.440249,4490.3
0.530543,5148.67
0.560819,3715.03
0.460552,4772.03
0.443099,4771.18
0.065361,1702.22
0.461443,4465.98
0.571149,3392.14
0.430632,4814.34
0.194479,2266.65
0.414604,4398.86
0.43081,5059
0.518967,6634.02
0.356011,2310.48
0.247373,2780.24
0.629564,8423.22
0.539626,3736.65
0.430098,4371.42
0.283348,3751.79
0.422618,4583.37
0.675868,4774.65
0.459305,4982.04
0.538201,4485.41
0.191808,2969.61
0.437578,5054.93
0.360819,3914.81
0.417453,4917.53
0.522707,5745.32
0.551736,2725.57
0.433482,4824.68
0.145325,1656.15
0.413713,3642.4
0.455922,5069.06
0.437222,4761.33
0.414426,4978.97
0.703295,4188.03
0.450757,4218.99
0.436509,5083.56
0.375245,3696.72
0.592342,6681.22
0.283882,5088.76
0.421906,4541.6
0.515583,3918.46
0.446483,4306.03
0.42618,2211.18
0.429742,4743.54
0.643811,4026.67
0.257524,5923.24
0.031345,1840.48
0.442565,5099.37
0.430454,4354.06
0.568655,7065.75
0.527694,5414.33
0.428139,4102.3
0.445948,3280.76
0.331256,2241.25
0.432769,4526.95
0.410508,4421.38
0.438468,4541.08
0.480855,4040.73
0.434372,4262.43
0.408727,4961.42
0.424221,4749.53
0.435441,4412.53
0.443633,4976.47
0.356901,2531.97
0.226002,3376.6
0.409439,4151.55
0.249866,2031.34
0.415138,4360.07
0.308281,2013.5
0.549777,3870.91
0.327516,2900.08
0.441674,4664.61
0.411398,4514.01
0.683882,5325.2
0.458059,5053.53
0.402137,3703.23
0.146037,2398.42
0.544256,4299.36
0.43455,4226.23
0.578985,4255.48
0.437578,4432.08
0.508994,6259.15
0.307569,1889.03
0.369724,6020.63
0.425824,3392.3
0.427605,5246.7
0.57293,6198.48
0.442386,4644.79
0.463045,5061.11
0.352093,6173.46
0.396616,5569.99
0.444167,4401.68
0.405343,4936.47
0.443277,3945.98
0.210864,2381.29
0.429207,4825.37
0.462689,4332.92
0.408192,4376.85
0.632413,6142.97
0.425646,4798.91
0.454853,3590.18
0.461086,4564.24
0.339626,4532.24
0.419412,4255.17
0.45699,3144.48
0.440427,4615.4
0.406411,4712.35
0.432769,4409.34
0.438825,4563.03
0.445236,4655.91
0.44951,4693.65
0.183437,4111.22
0.449866,4833.13
0.438112,3866.66
0.438112,4584.03
0.418344,4757.23
0.250935,2711.76
0.410864,4924.46
0.311665,2736.88
0.450223,5203.87
0.440784,4834.83
0.319858,3577.18
0.413001,4531.91
0.426892,5044.42
0.306857,4838.47
0.411576,2768.97
0.453606,4383.75
0.61496,4374.44
0.503117,4511.04
0.47569,3672.12
0.448085,5281.44
0.463224,4645.99
0.701692,5616.07
0.380944,4336.97
0.422618,5334.7
0.345681,5178.12
0.448264,4558.56
0.792164,5604.25
0.691719,6348.22
0.426002,4370.6
0.356901,6518.35
0.198575,2804.62
0.454319,4966.66
0.183972,1741.92
0.435797,4654.18
0.339982,4795.29
0.200356,4363.31
0.06821,1119.06
0.921995,9281.71
0.439715,4847.12
0.446126,4993.78
0.435975,4807.05
0.461799,3208.25
0.449332,4641.08
0.285841,2904.83
0.479964,2996.2
0.106857,3265.48
0.422618,4204.3
0.424577,4728.35
0.492431,5748.79
0.087622,1130.69
0.423687,5019.28
0.425824,4773
0.403206,4907.52
0.491897,5458.7
0.429029,4454.78
0.415316,4257.61
0.349955,5335.84
0.645948,6421.29
0.432413,4520.96
0.469813,3960.85
0.541941,6084.65
0.426002,4626.08
0.418344,4750.01
0.603562,5127.72
0.402493,4716.91
0.183615,3767.62
0.447017,4620.17
0.18504,3501.65
0.458949,5007.55
0.45325,2580.42
0.42333,4865.13
0.430988,4467.76
0.264292,4004.42
0.639181,6772.92
0.376492,3061.63
0.424577,4252.81
0.452004,4618.73
0.460018,4850.84
0.445414,4943.01
0.684773,5339.43
0.453963,6910.17
0.223508,3599.87
0.425467,4607.99
0.453072,4988.2
0.393767,5085.35
0.326269,2678.74
0.436866,4422.7
0.413179,4338.25
0.525913,5315.88
0.108281,1547.64
0.417097,4762.78
0.40374,2262.29
0.571327,6361.44
0.60748,4832.52
0.450579,4818.11
0.630988,6289.04
0.401603,3716.12
0.168655,3227.47
0.397863,6199.76
0.435797,4541.36
0.423508,4767.95
0.451647,4681.67
0.442208,4622.8
0.405165,2887.16
0.445948,4291.08
0.297596,2944.76
0.440427,4681.32
0.456634,4915.4
0.236331,2232.28
0.437756,4335.74
0.31683,3935.36
0.309528,4864.84
0.454319,4922.28
0.575245,7849.63
0.393411,5213.61
0.497061,2671.65
0.419234,4428.14
0.42992,4356.86
0.434728,5231
0.475334,4436.65
0.435797,4898.26
0.498308,4885.06
0.423865,5068.02
0.439003,4541.19
0.433838,4463.7
0.468923,4785.62
0.383081,4688.4
0.428495,4906.61
0.424933,4858.27
0.556367,4356.65
0.396616,3337.23
0.448798,5181.3
0.42992,4638.71
0.615316,7902.23
0.456634,4460.52
0.495637,7009.55
0.432413,4491.48
0.401959,4615.04
0.4187,4651.72
0.426002,4702.49
0.563134,3905.67
0.446661,4592.87
0.669635,6687.69
0.455387,4362.21
0.439893,4244.23
0.160997,1662.22
0.446126,4226.95
0.382547,5815.83
0.453785,4495.05
0.37008,5754.26
0.434728,4836.18
0.375957,2547.31
0.419768,4170.97
0.383259,5547.74
0.577738,3409.71
0.439003,4639.39
0.435085,4848.07
0.459662,5423.13
0.362956,4661.47
0.46732,4855.62
0.305788,2726.69
0.739092,8141.89
0.442921,4493.91
0.441852,5137.43
0.435975,4565.72
0.22244,1816.11
0.560819,5602.31
0.428317,5805.91
0.398753,4268.33
0.747996,5240.08
0.42618,4354.61
0.239893,2082.1
0.386643,2477.91
0.43366,4518.83
0.266251,2533.19
0.409795,4602.07
0.437222,4387.28
0.417631,4656.8
0.422084,4850.95
0.428495,4815.55
0.255922,3435.82
0.471416,6169.32
0.481745,5568.25
0.450935,4571.63
0.733927,9635.13
0.415672,4078.22
0.509706,4396.44
0.541941,4738.84
0.434907,4941.48
0.42992,4579.36
0.427248,5091.95
0.386287,3439.06
0.710062,6920.02
0.497418,2578.9
0.449688,4419.06
0.532146,2922.66
0.419768,4977.47
0.43829,4869.12
0.138914,2329.15
0.254319,4580.07
0.778985,4403.2
0.423152,4708.6
0.353695,4033.61
0.14675,2403.64
0.458059,4923.52
0.327694,2958.72
0.261443,3878.87
0.541941,6351.47
0.292253,2548.31
0.167231,1189.48
0.426002,5082.75
0.418344,3245.17
0.291897,2691.54
0.435263,5561.27
0.579341,5844.6
0.469279,5491.14
0.438468,4372.96
0.498308,3998
0.432057,4572.07
0.658237,6545
0.437044,4498.8
0.439359,4730.93
0.437756,4329.62
0.380944,3124.4
0.442921,4707.51
0.422618,4470.9
0.196794,4655.08
0.500445,3664.8
0.540873,2842.69
0.451291,4539.79
0.034194,584.14
0.351915,4054.78
0.41496,4340.12
0.402671,4525.22
0.443455,4528.07
0.418344,3430.43
0.393589,3946.95
0.440071,4283.21
0.694034,5163.57
0.428139,4556.64
0.41496,4474.13
0.620125,5908.08
0.437578,4279.39
0.459305,2734.94
0.417097,2996.27
0.441318,4677.35
0.429386,4629.05
0.579875,4928.1
0.414782,4408.44
0.39911,4095.62
0.423865,4603.23
0.579519,7802.68
0.40374,5225.59
0.426002,4411.05
0.389849,3794.54
0.478362,6684.2
0.432057,4651.65
0.732146,6082.74
0.677293,9052.6
0.447551,4607.76
0.469101,3663.38
0.441852,4892.86
0.443989,4810.29
0.439359,4794.94
0.434194,4778.5
0.234907,3332.96
0.435441,5042.74
0.454319,4997.22
0.749777,7819.42
0.520036,3423.15
0.356367,3663.52
0.436509,4628.43
0.596972,5304.44
0.41585,4351.24
0.452894,4216.58
0.351202,3354.84
0.412289,4729.44
0.422974,4621.88
0.4374,4404.71
0.262867,1563.01
0.443099,4641.78
0.450223,4755.84
0.485307,5222.97
0.426002,4911.65
0.450401,4484.15
0.29439,1438.61
0.443989,4637.87
0.544256,3629.39
0.637756,4604.39
0.452182,4730.25
0.492787,6877.1
0.459305,5532.96
0.546572,4653.71
0.34016,3368.76
0.504541,4294.39
0.460374,5016.59
0.541763,3475.07
0.442386,4601.53
0.429386,4322.58
0.625824,4383.21
0.438112,4665.8
0.420659,4111.73
0.233838,1984.19
0.280677,1872.37
0.240071,1897.58
0.426002,4823.62
0.443633,4609.83
0.270525,2672.35
0.508994,7170.1
0.463224,5380.99
0.418344,4742.99
0.396794,3404.33
0.169012,2866.87
0.429564,4185.64
0.444524,4798.62
0.543722,7120.69
0.307925,3148.3
0.38415,2472.95
0.25984,1663.7
0.453428,4629.95
0.282458,1792.15
0.432947,4390.59
0.462155,4804
0.705966,6553.81
0.443455,4772.46
0.330899,2989.86
0.437044,4608.09
0.639003,6118.51
0.461264,4619.99
0.426714,4931.92
0.483526,5012.24
0.217809,3903.84
0.426892,4613.52
0.413535,3007.7
0.556011,6811
0.440962,4883.64
0.423508,4804.37
0.142476,3834.31
0.422084,4313.96
0.452538,4656.05
0.461264,5200.34
0.585931,3904.44
0.420125,4593.76
0.438825,4354.46
0.26073,4029.64
0.423687,4569.4
0.434194,4415.78
0.458237,4583.65
0.251291,3776.73
0.445592,4647.78
0.341763,2147.08
0.413891,4806.51
0.685663,6039.35
0.418344,4538.72
0.424755,3245.69
0.417097,4688.48
0.428139,4433.13
0.231701,2226.44
0.57008,6110.65
0.440427,4827
0.547284,5387.2
0.43829,4863.3
0.459662,4412.48
0.413891,4521.67
0.451825,4834.47
0.429386,4476.36
0.442565,4670.31
0.244524,4829.56
0.54764,4872.73
0.456456,4438.06
0.39626,2674.06
0.401603,5015.36
0.447729,3817.27
0.445948,4251.92
0.436866,4393.22
0.403028,3225.43
0.341051,3853.36
0.43366,4815.08
0.429386,4764.9
0.417275,4850.64
0.427427,4917.15
0.437044,3468.79
0.363134,4189.56
0.683348,6606.4
0.132146,1473.41
0.417275,4633.48
0.352805,2011.96
0.447373,5145.2
0.424755,4457.82
0.396082,4376.57
0.537489,3429.11
0.43366,4412.84
0.424933,4397.41
0.432057,4379.52
0.432591,4465.45
0.38504,3121.64
0.16545,3164.15
0.486554,2661.46
0.383437,4264.88
0.462155,4689.66
0.432947,4381.97
0.424755,3860.3
0.66821,6610.95
0.451469,4856.96
0.399288,4580.21
0.449688,2994.95
0.305966,4107
0.628139,5116.98
0.425289,4349.66
0.137489,2794.77
0.420481,4843.86
0.496349,3765.38
0.653963,5309.02
0.530721,8277.84
0.446661,4393.43
0.452894,5095.64
0.559751,5044.67
0.432769,5060.32
0.445236,4891.16
0.448798,4831.09
0.355298,3314.29
0.565628,6846.6
0.439715,4698.76
0.661443,5520.52
0.42992,7467.45
0.457346,4486.94
0.437222,4668.6
0.442743,4493.59
0.43081,4329.14
0.232769,2664.74
0.433304,4427.8
0.439893,4648
0.436509,4636.59
0.421728,4655.17
0.421193,4760.73
0.712734,6813.35
0.167587,3395.72
0.480321,2196.08
0.336064,3857.87
0.266429,3901.68
0.693678,6429.7
0.631345,6724.35
0.50561,6011.39
0.433304,4689.05
0.536064,6768.6
0.435085,4753.13
0.754586,7860.64
0.436866,2699.41
0.360107,4079.21
0.148175,1561.17
0.673731,9688.65
0.595548,6074.92
0.414782,2745.49
0.223865,4245.11
0.250935,3133.4
0.326981,3548.06
0.554586,4961.54
0.450757,4667.97
0.444167,4791.58
0.401425,4259.41
0.568121,5140.37
0.546394,4530.47
0.505076,3978.64
0.693856,7597.27
0.488691,3728.25
0.532502,3210.15
0.571327,6035.72
0.602315,6402.25
0.432769,4376.5
0.438646,4126.73
0.517008,3783.98
0.447373,4777.95
0.322351,1502.35
0.437934,4805.2
0.44203,4467.42
0.24114,2150.51
0.406589,3663.35
0.538736,6485.88
0.33179,4414.06
0.498664,4778.24
0.448976,4365.91
0.435975,4746.71
0.426714,4525.56
0.531968,2324.18
0.52057,6659.11
0.402671,3423.68
0.415138,4509.26
0.081923,3333.16
0.257346,5657.56
0.406768,4152.67
0.360463,2205.79
0.403028,3204.59
0.068032,1247.72
0.412645,4258.85
0.431879,4533.9
0.304898,2784.6
0.456456,4140.86
0.425646,4241.09
0.6561,7203.47
0.069813,2325.55
0.431523,4912.47
0.638646,5333.49
0.300623,1779.13
0.51772,6195.29
0.685485,4484.23
0.419056,3375.08
0.070525,3505.86
0.553517,5050.62
0.43455,4924.25
0.444167,4896.03
0.429386,4524.02
0.604096,7052.88
0.338023,3171.59
0.12146,2125.34
0.322351,5119.96
0.452538,6889.16
0.360997,2433.17
0.425289,4671.07
0.407836,5015.77
0.548887,5357.53
0.334105,2297.08
0.409617,4339.69
0.497596,4316.53
0.160819,1310.84
0.434728,4807.8
0.376492,4421.38
0.429742,4380.81
0.439537,4775.01
0.840249,7272.01
0.437578,5546.39
0.450579,4993.42
0.457881,2489.31
0.672484,6126.59
0.58504,3430.66
0.424399,4903.85
0.473553,3030.95
0.425646,4220.22
0.435975,4732.82
0.427961,4495.48
0.349065,3541.2
0.667676,8335.59
0.502939,5282.35
0.44203,3327.17
0.40374,6443.81
0.431167,4503.49
0.440071,4820.98
0.459484,2333.76
0.370258,2354.13
0.458593,4505.22
0.424577,4468.57
0.238825,4658.47
0.212823,1620.12
0.433838,4707.74
0.460018,4731.27
0.276759,2211.48
0.304185,5135.9
0.416563,4556.17
0.362956,3210.72
0.428851,4845.42
0.423865,4198.2
0.152093,1433.93
0.374711,3845.87
0.453963,4675.26
0.436509,4483.62
0.239359,4487.91
0.430988,4765.36
0.34301,4030.64
0.324488,5437.06
0.355476,6082.31
0.437934,4749.92
0.434907,4686.39
0.571505,5784.63
0.410329,4826.14
0.425824,4289.56
0.754052,7878.32
0.769546,7103.4
0.577738,6482.68
0.440784,3045.96
0.435619,4647.31
0.390917,3019.23
0.441852,4775.7
0.461264,4607.51
0.512021,5056.42
0.307747,3045.55
0.51024,5211.1
0.389849,4369.42
0.413891,4076.11
0.193589,3817.1
0.518255,6532.1
0.427961,5123.89
0.436509,3213.37
0.593767,6284.76
0.399644,2119.76
0.443989,4680.85
0.431167,4177.66
0.436509,4527.72
0.586109,6494.14
0.436509,5448.14
0.634194,4573.04
0.444346,4806.17
0.359394,3194.82
0.572395,4010.58
0.466963,7805.2
0.297952,4578
0.433838,4505.88
0.446483,4898.93
0.419412,4981.19
0.374533,3321.24
0.429207,4958.71
0.733571,9368.81
0.39537,4478.66
0.321638,4515.92
0.452894,4788.12
0.259484,2097.14
0.427783,5118.43
0.418344,4623.96
0.431523,4581.18
0.426002,4368.27
0.250757,3903.26
0.453428,4621.32
0.674443,5640.51
0.422796,4233.48
0.406055,4630.73
0.4374,4748.26
0.309172,3508.95
0.170793,5336.32
0.435619,4474.22
0.192164,2269.21
0.442921,4593.73
0.216385,3178.11
0.296527,2784.97
0.793767,8283.07
0.416207,4852.16
0.664648,5126.15
0.402315,4372.91
0.483348,4066.53
0.467854,3194.21
0.424221,4568.77
0.433126,4715.17
0.437222,5000.88
0.450401,4797.05
0.482814,4338.88
0.588424,2448.89
0.720214,5676.41
0.046839,3566.54
0.444167,4334.78
0.506679,7702.84
0.414782,4579.87
0.435619,4949.59
0.436866,4503.85
0.427427,4328.53
0.138736,3441.26
0.184862,2346.88
0.243455,1688.43
0.4187,4709.13
0.441318,4798.2
0.434194,4456.34
0.422974,4437.83
0.433838,4705.84
0.453428,5626.62
0.630454,5072.4
0.414426,4508.57
0.404274,4590.72
0.438468,4498.65
0.350668,3048.16
0.513268,2642.06
0.305966,4061.22
0.435085,4368.53
0.548175,3292.26
0.414069,4426.09
0.584862,7345.67
0.371327,1619.54
0.437934,4944.3
0.46447,3232
0.089581,3099.4
0.461264,4464.99
0.409617,4834.07
0.460196,3550.73
0.432413,4262.92
0.442386,4957.9
0.786465,6507.12
0.593411,6232.54
0.477649,5130.12
0.356901,3490.1
0.5065,5627.78
0.422796,4387.67
0.428851,4796.66
0.417631,4260.23
0.447373,4527.28
0.444702,6772.92
0.521282,7093.01
0.300623,3052.34
0.406055,4691.84
0.417631,4921.42
0.52805,3562.72
0.438112,4521.25
0.535708,7323.76
0.434907,4809.51
0.033126,1483.94
0.6748,8016.33
0.314159,4143.6
0.674622,4519.52
0.410864,4807.54
0.340338,2843.72
0.334461,5219.39
0.428673,4502.05
0.42707,4792.29
0.449154,4510.55
0.239181,4248.09
0.421015,4644.94
0.428673,4273.18
0.443633,4951.1
0.417809,4391.98
0.436509,4702.83
0.416385,4833.36
0.481389,5422.2
0.310953,2909.37
0.428139,4812.34
0.446305,5255.91
0.569902,6740.11
0.142832,2490.84
