@relation final_electricity_dataset-weka.filters.unsupervised.attribute.Remove-R22

@attribute fan numeric
@attribute refrigerator numeric
@attribute airconditioner numeric
@attribute television numeric
@attribute monitor numeric
@attribute monthlyhours numeric
@attribute tariffrate numeric
@attribute forecastwindproduction numeric
@attribute systemloadea numeric
@attribute smpea numeric
@attribute co2intensity numeric
@attribute actualwindproduction numeric
@attribute num_rooms numeric
@attribute num_people numeric
@attribute housearea numeric
@attribute is_ac numeric
@attribute is_tv numeric
@attribute is_flat numeric
@attribute ave_monthly_income numeric
@attribute num_children numeric
@attribute is_urban numeric
@attribute units numeric

@data
6.29,18.97,2.02,19.96,1,489.55,8.79,455.48,3977.19,56.07,490.88,437.14,1.91,4.92,764.89,0,1.01,0,24560.69,0.98,1.04,4590.67
9.08,18.55,0,19.9,1.02,527.79,9.29,436.67,4303.58,56.94,493.03,443.06,1.96,4.82,759.55,0,1,0,24684.65,1.03,0.98,3331.91
4.95,18.1,0,12.88,1.03,277.48,8.77,450.2,4132.03,54.14,470.19,456.81,2.06,5.12,819.99,0,1.02,0,24621.38,1.04,1.02,1346.15
13.89,21.4,1.93,12.39,0.97,533.52,8,153.92,4488.9,61.57,580.74,70.63,2.04,4.89,779.34,0,0.97,0,25762.92,0.96,0.96,4824.37
14.16,21.36,2.03,13.04,0.98,520.5,8.31,1235.45,3865.34,44.6,447.67,1103.71,2.03,5.23,803.69,0,1,0,24563.87,0.98,1.01,4874.46
12.13,23.69,2.09,18.13,1,491.12,8.27,424.98,3952.98,56.24,468.47,439.61,2.03,4.95,760.87,0,1.04,0,24640.26,0.96,1.04,5025.32
14.67,21.16,1.91,13.17,0.97,503.41,8.05,836.78,5177.99,54.91,396.53,753.04,1.98,5.22,750.64,0,0.95,0,25263.43,0.95,0.99,4442.42
14.74,21.9,3.07,8.38,1.01,572.53,7.66,455.04,4034.72,53.79,456.43,425.73,1.94,4.78,785.97,0,1,0,25780.59,1.04,1.03,5576.77
13.61,22.83,1.93,13.1,0.98,533.14,8.72,1346.13,4253.25,67.58,388.54,1228.24,1.98,5.12,807.36,0,0.96,0,25443.44,0.96,0.97,4431.58
17.5,22.17,2.86,13.6,0.95,549.51,8.02,441.32,4027.25,54.61,499.57,423.08,1.94,4.98,826.75,0,1.03,0,25059.8,1.03,1,5432.8
19.85,23.76,0,3.05,1.02,385.14,7.35,424.96,4304.41,55.29,462.98,448.68,2.06,4.98,770.81,0,0.96,0,23568.09,1.01,1.04,2106.93
17.25,21.95,3,17.35,0.95,648.1,7.43,434.5,4061.81,53.71,503.35,461.36,1.96,4.81,818.14,0,1,0,23741.68,0.99,1,7059.79
13.67,21.86,2.07,13.07,1.05,523.12,8.28,217.94,2405.97,47,502.63,320.93,1.93,5.02,754.08,0,1.04,0,25856.37,1,0.98,4454.26
13.57,22.44,1.95,13.58,0.98,510.97,8.34,1075.05,3295.86,31.2,409.86,889.97,1.95,4.91,808.53,0,1.05,0,24973.37,1.04,1.05,4480.75
13.98,22.65,1.93,13.42,0.98,514.8,8.02,458.5,4260.99,53.8,470.11,450.12,0,4.05,703.57,0,0,0.99,23088.88,1.04,1.03,4698.41
12.34,23.19,0,15.46,0.97,387.11,8.34,458.84,4103.07,56.48,494.98,435.74,1.95,4.8,757.23,0,0.95,0,23895.37,1.04,1.02,2396.25
19.53,22.83,3.04,18.47,1.02,679.13,9.11,462.62,4282.47,56.5,502.35,451.04,2,4.99,774.34,0,1.01,0,25046.21,0.95,0.97,8420.48
13.5,22.01,2.03,13.09,1.01,511.68,8.8,177.24,4118.62,56.44,579.19,230.12,2.1,4.96,823.74,0,1,0,25096.47,1,0.98,4886.59
14.35,22.62,1.97,13.25,0.99,500.43,8.13,250.16,2709.93,46.61,564.36,259.31,1.93,5.21,815.35,0,1.02,0,23529.61,0.99,0.99,4818.75
13.54,22.36,1.93,13.4,1.01,512.93,8.71,317.26,3326.75,49.01,596.27,234.65,2.1,4.89,786.86,0,1.02,0,24211.42,1,0.97,4707.01
19.2,22.77,0,13.79,0.99,510.04,9.05,420.6,3978.96,53.74,464.75,443.54,2.06,5.19,792.87,0,0.96,0,24252.69,0.98,0.98,3253.41
14.53,21.49,2.09,13.61,1.05,515.11,8.45,666.32,3837.03,53.23,333.62,616.14,2.02,4.81,806.56,0,1.04,0,24166.54,0.96,1,4587.63
14.08,21.44,2.07,12.54,1.04,491.75,8.65,1492.16,5625,66.83,440.22,1247.04,2.07,5.05,824.89,0,1.02,0,25773.71,0.96,0.97,4746.6
11.57,21.32,0,5.2,0.99,303.8,8.02,440.17,4203.04,54.57,494.34,457.8,1.99,5.2,814.79,0,0.99,0,25473.66,0.96,0.97,1391.87
14.06,22.85,1.92,13.44,1,490.71,8.58,312.45,2699.16,51.44,486.14,283.03,2.09,5.21,787.47,0,1.03,0,25853.2,1.03,1.03,4337.02
14.41,21.05,1.92,12.83,1.04,538.83,8.71,741.5,4624.82,67.48,426.47,527.58,2.02,4.97,826.89,0,0.99,0,23696.1,0.99,1.05,5023.08
13.42,21.53,2.04,12.55,1.01,529.18,8.42,488.8,3556.83,55.39,314.5,747.43,2.06,5.2,796.31,0,1.03,0,25877,0.96,0.97,4343.21
13.62,21.55,2.07,12.68,0.99,491.68,8.48,145.58,4149.9,67.84,543.24,207.66,2.07,5.01,805.33,0,1.02,0,25413.03,1.02,0.95,4599.96
15.79,23.13,3.09,18.44,1,554.62,9.17,430,3948.41,56.61,468.01,466.32,1.97,4.91,764.88,0,0.99,0,25333.12,1.04,1.03,6326.13
11.35,21.1,0.97,13.44,1,575.69,8.39,444.46,4179.55,53.9,497.8,439.52,1.98,5.23,787.67,0,1.02,0,25801.22,1.02,1,4215.09
5.21,23.09,1.91,21.27,1.04,541.34,9.55,437.93,3985.93,52.65,496.71,441.47,2.08,4.94,768.19,0,0.97,0,23708.34,1.01,0.97,5313.92
14.46,21,2.03,13.13,0.96,493.29,8.05,1080.75,4523.11,49.92,367.54,881.6,2.04,5.21,773.51,0,0.99,0,23766.06,0.96,1.03,4537.89
13.87,21.01,1.95,12.52,1.03,495.82,7.99,1159.61,5008.28,40.66,432.01,1101.5,2.04,4.91,789.74,0,1.04,0,24563.22,1.03,0.98,4188.78
6.17,18.65,2.95,5.22,1,435.63,8.58,425.18,4045.73,57.11,499.46,453.78,1.97,4.76,810.18,0,0.97,0,23581.27,1.03,1.01,3423.35
20.95,23.31,3.12,5.2,0.98,611.73,8.78,462.29,4025.19,55.42,465.9,458.86,1.94,5.13,772.46,0,0.99,0,23968.06,1,1.02,6339.01
19.47,22.02,1.98,10.2,12.43,701.98,7.92,448.62,4098.58,55.42,495.76,439.19,1.99,5.07,770.09,0,0.98,0,25827.49,0.96,0.99,7224.25
7.13,20.79,2.94,9.31,1.05,494.79,7.45,459.53,4207.7,55.46,497.14,445.44,1.93,5.07,779.06,0,1.04,0,24401.55,0.98,0.96,4316.47
13.74,22.79,2.09,13.06,1.03,504.12,8.41,349.23,3358.05,64.85,413.44,308.63,1.95,5.01,755.68,0,0.97,0,24466.03,1.04,0.98,4297.88
5.23,22.46,2.08,11.41,0.98,532.81,8.53,451.5,4069.17,57.85,465.63,466.23,2.05,5.2,786.29,0,0.98,0,24964.68,0.98,0.99,4095.18
13.48,21.92,2.02,12.81,0.96,501.62,8.33,116.08,4191.92,114.17,427.79,99.08,2.04,5.18,782.35,0,0.97,0,25158.63,1,1.02,4788.61
13.51,23.07,2.07,12.41,1.02,532.59,8.03,82.52,3854.15,51.48,526.67,97.17,2.03,4.89,820.58,0,0.99,0,25557.19,0.98,0.95,4495.23
14.15,22.8,1.99,13.48,0.98,516.77,8.59,435.4,4058.83,56.12,473.25,459.14,0.99,6.17,875.31,0,0,0,18090.32,1,0,4441.97
14.58,21.71,1.96,13.32,1.05,513.9,8.62,665.47,4174,54.25,472.26,541.9,1.98,4.85,787.57,0,1,0,23986.12,1.03,0.97,4859.01
20.09,22.39,0.97,12.44,1.02,504.97,8.91,441.94,3913.15,54.55,489.86,440.62,2.02,5.25,829.43,0,0.96,0,24378.71,1.05,1.04,3945.43
14.53,22.95,2.02,12.65,0.99,495.22,8.19,906.3,5119.39,52.96,430.26,649.11,2.02,5.11,807.33,0,1,0,25561.71,1,0.97,4334.4
14.33,22.25,2.01,13.25,0.98,502.07,8.77,470.14,3595.57,47.72,561.51,557.94,1.94,5.08,774.61,0,1.04,0,25612.33,1,0.96,4669.29
16.52,22.91,0,9.99,1.03,353.89,8.23,447.75,4195.6,55.34,458.16,436.27,1.93,4.92,795.02,0,0.97,0,24432.48,1.02,1.05,2097.5
10.51,21.9,0,6.29,11.6,539.29,7.45,450,3975.8,55.91,491.7,425.65,2.09,4.91,824.9,0,0.97,0,24508.14,0.95,1,3466.8
9.11,19.42,2.97,19.77,7.08,612.29,9.16,427.96,4144.5,53.63,458.67,464.31,2.02,5,779.7,0,1.04,0,24378.4,1.02,0.99,6589.42
14.37,21.81,2.03,12.82,0.96,510.86,8.59,305.78,5187.22,51.9,428.16,432.36,1.97,4.99,751.36,0,0.95,0,25931.06,1.04,0.95,4711.18
8.93,22.26,0,21.31,7.24,560.98,9.64,460.84,4129.33,55.96,489.63,423.68,2.04,4.89,766.7,0,1,0,25259.6,1.01,1,3784.04
11.17,21.94,0,9.57,0.99,493.03,7.86,463.17,4108.48,57.64,466.82,465.49,2,4.87,815.12,0,1.01,0,25653.79,1,1.03,2454.3
5.82,23.66,0,15.97,1.02,598.34,8.21,425.28,4107.7,54.18,488.85,426.19,2.1,4.94,768.08,0,1.01,0,25430.8,0.97,1.04,3816.47
4.96,23.67,3.13,13.14,0.97,601.56,9.35,452.86,4288.37,56.6,478.62,427.72,2.07,5.05,828.98,0,0.99,0,25600,1.03,0.99,6048.86
14,22.42,1.91,12.66,0.99,516.85,8.43,1211.61,5783.78,67.97,453.44,1232.23,2.09,5.17,764.09,0,0.98,0,24799.98,1.04,0.96,4822.21
13.81,21.36,1.94,13.63,1.04,515.44,8.71,441.53,3365.18,47.87,556.68,642.92,2.03,4.88,757.91,0,1,0,23630.01,1.01,0.96,4669.63
13.87,21.67,1.92,12.85,1.02,525.2,8.63,1391.65,5389.78,68.15,418.43,1325.02,2,4.82,778.25,0,0.97,0,24580.27,1.02,1.01,4882.54
9.98,16.99,1.01,5.11,7.32,490.23,9.2,462.66,3950.86,52.83,461.49,445.29,1.95,5.01,825.9,0,0.99,0,24072.67,1.01,1.01,3086.99
17.78,22.32,0,16.16,0.98,450.73,7.41,440.56,4299.81,57.3,469.02,431.15,1.94,4.98,818.84,0,0.98,0,24762.77,1,0.97,2918.09
9.04,23.03,2.99,8.35,1.03,604.26,9.37,455.78,4122.65,54.15,463.44,440.78,1.93,5.24,782.64,0,0.99,0,24683.76,1,0.98,6169.75
14.23,21.77,2.02,12.81,0.96,537,8.07,809.31,4684.57,64.08,401.81,887.01,2,5.12,778.03,0,0.96,0,24132.02,0.96,1,4701.74
6.99,18.45,3.08,5.87,7,433.07,7.4,422.3,3991.08,54.62,498.89,441.33,1.92,5.2,801.91,0,0.99,0,24142.48,1.02,1.03,3748.34
9.16,16.28,2.08,15.79,1.04,544.62,8.9,428.7,4142.64,55.31,459.03,432.1,1.95,4.96,801.42,0,1.05,0,24733.29,0.96,1.03,4781.47
9.99,22.89,3.05,3.13,7.08,454.28,7.77,463.89,4050.38,52.96,495.44,445.19,2.07,5.17,797.21,0,0.97,0,23850.08,0.99,1.01,4684.86
13.15,21.05,0,4.14,12.45,370.43,8.4,449.69,4154.13,56.85,460.7,427.51,1.91,4.93,770.36,0,0.97,0,24113.22,0.98,0.95,2227.85
13.99,22.28,2.07,12.74,1.04,528.98,8.43,248.68,4168.65,73.44,586.62,195.9,1.96,5.23,781.38,0,1.02,0,24554,1,0.96,4600.2
13.58,22.28,1.94,13.32,1.03,490.76,8.15,47.6,4496.02,73.89,462.94,21.6,2.04,5.05,760.7,0,0.96,0,25191.95,0.96,1.03,4656.45
23.28,21.99,2.91,13.58,1.04,534.95,8.3,432.19,3985.44,54.58,471.19,455.26,2.05,5.19,785.6,0,1.04,0,23867.07,1.05,0.96,6055.66
14.66,22.88,1.95,13.21,1.04,496.29,8.21,553.03,4445.88,72.36,299.37,619.18,2.02,4.88,791.41,0,0.99,0,25233.63,1.02,0.98,4458.5
13.83,21.64,2.02,13.16,1.03,529.32,8.6,395.23,4115.7,43.23,596.81,296.25,2.05,5.19,805.44,0,0.96,0,23895.16,0.96,1.04,4428.14
14.3,21.07,1.9,13.34,1.03,528.82,8.3,837.76,2718.34,37.91,484.46,657.5,2.07,5.2,765.88,0,0.99,0,24479.96,0.97,0.95,5013.64
21.93,22.8,1.95,17.19,1,599.9,7.03,430.51,4067.25,55.78,487.5,458.74,1.97,4.82,778.91,0,1.02,0,24880.13,0.99,0.99,5883.18
5.78,20.66,2.08,16.31,1.03,510,8.47,427.29,4297.28,53.78,491.1,434.52,2.08,4.98,828.57,0,1.02,0,23912.33,1,0.97,4791.79
14.59,22.57,2.08,13.45,0.98,538.73,8.54,17.74,2490.95,58.2,642.47,35.19,1.95,4.98,774.41,0,1,0,23579.71,0.99,1.02,5313.06
14.08,22.74,2,12.79,1.02,520.09,8.56,46.55,3864.41,62.58,611.44,32.49,1.96,5.05,777.04,0,0.97,0,24172.15,0.97,1.03,4560.52
13.33,21.12,2.03,12.81,1,510.59,8.06,183.25,5336.36,56.29,509.22,94.35,1.95,4.96,794.51,0,0.97,0,23934.59,0.97,1.04,4530.32
7.98,21.46,3.09,14.69,0.98,597.34,9.34,461.5,4297.56,57.21,488.84,424.2,2.09,5.24,812.28,0,0.97,0,25349.48,1.02,0.97,5966.81
14.3,22.16,1.92,12.68,0.98,536.87,8.49,585.91,3741.84,43.13,463.82,693.51,1.96,4.82,793.13,0,1.04,0,25956.91,1.03,1.04,4838.05
13.34,21.88,1.98,12.49,0.97,517.03,8.73,143.13,4761.98,65.44,516.41,209.93,1.96,4.95,760.97,0,1.03,0,25153.38,1.02,1.02,4661.28
14.32,22.87,2.09,13.09,1.03,531.19,8.65,1510.96,4621.27,84.15,285.9,1229.81,1.94,4.86,752.27,0,0.99,0,25172.99,0.97,1.01,4955.6
21.93,22.71,0,14.42,1.03,420.8,8.36,431.3,4094.75,56.55,497.44,446.97,2.06,5.18,778.53,0,0.95,0,25822.94,1.05,1.03,2892.36
4.86,18.52,1.95,15.72,1.01,379.81,8.01,421,4263.93,53.93,491.82,432.64,1.92,5.15,782.49,0,1.03,0,25379.86,1.03,1.01,3075.66
14.61,22.92,2.06,12.47,1,528.76,8.17,40.2,3537.19,54.87,595.4,88.5,1.91,4.91,801.94,0,1.03,0,25568.57,0.99,1.04,4680.2
13.62,22.31,1.9,12.9,1.01,536.68,8.67,819.86,3695.45,52.35,324.78,963.45,1.98,4.88,815.24,0,1.03,0,24795.49,1.04,0.97,4603.93
21.36,23.23,0.99,6.72,1.04,384.36,7.45,433.89,3958.84,52.66,467.93,461.68,1.98,4.98,776.89,0,1,0,23888.53,0.99,0.97,2761.49
14.07,21.3,2.09,12.55,1.05,534.48,8.45,947.19,2931.62,34.3,478.03,953.9,1.93,5.21,815.5,0,1.04,0,24652.73,1.04,0.96,5152.69
5.12,21.49,1.95,4.17,0.99,248.42,7.57,431.37,4091.21,54.21,497.45,448.33,1.95,5.13,781.86,0,1,0,23908.34,1,0.97,1843.32
7.72,21.01,2.08,4.04,0.98,517.47,8.67,444.95,4065.78,57.58,458.92,444.09,2,4.95,783.73,0,0.99,0,23832.15,1,1.03,3545.7
16.38,23.13,0,3.09,1.03,525.29,9.54,422.45,4302.84,55.29,469.58,437.49,2.05,5.08,782.22,0,0.98,0,25777.38,0.95,0.99,2529.99
8.79,22.38,0.99,18.81,1.01,455.3,9.09,438.36,4298.7,54.17,480.75,445.89,2.04,5.1,792.3,0,0.99,0,24616.09,1.02,1.03,3669.13
13.54,21.03,1.93,12.86,1,537.41,8.2,860.87,4049.18,71.41,396.74,797.43,1.97,5.08,822.63,0,0.99,0,25196.38,0.99,0.97,4917.11
13.33,21.84,2.02,12.47,1.01,511,8.81,351.01,4157.9,47.55,535.16,447.88,1.99,4.99,809.59,0,0.96,0,23527.96,1.02,1.02,4251.86
14.74,22.84,1.01,13.36,1.04,513.72,8.27,428.62,4231.06,56.1,485.1,457.21,2.01,5.24,765.59,0,0.97,0,23687.66,0.99,0.97,3900.66
14.45,21.59,1.94,13.54,0.97,497.63,8.39,271.28,3527.36,42.83,521.82,381.85,2.03,5.19,777.67,0,1.04,0,23857.65,0.99,1.04,4216.76
13.84,22.15,1.99,13.45,0.98,539.17,8.13,1183.61,5661.8,68.41,419.38,934.49,2,4.89,820.16,0,1.04,0,25915.3,0.96,1,5244.94
13.92,22.03,2.06,12.87,0.96,515.12,8.74,28.87,3104.71,43.36,634.85,25.35,1.91,4.84,807.99,0,0.98,0,25112.86,0.96,0.99,4998.91
14.49,21.23,1.96,12.99,0.96,522.63,8.39,448.54,3096.32,42.26,504.62,438.93,1.96,4.75,785.78,0,1.04,0,23548.33,0.99,0.99,4738.46
13.58,22.83,1.98,12.83,0.98,538.56,8.68,464.11,5010.12,48.58,534.72,397.64,1.98,4.84,792.51,0,0.95,0,25639.07,0.96,0.97,4566.87
14.57,21.16,1.93,12.91,1.04,510.64,8.19,283.92,2611.79,51.67,464.14,257.02,2.05,4.81,806.81,0,1,0,25102.81,1.03,1.04,4277.93
6.02,17.89,1.05,10.48,0.97,263.95,7.63,432.12,4270.34,57.77,461.25,449.22,1.94,5.08,822.49,0,1.01,0,25919.15,1.04,0.97,1561.75
16.41,22.25,2.08,22.7,0.96,685.56,9.3,445.77,3918.1,55.02,499.32,464.44,2,4.83,794.11,0,0.97,0,25908.21,1.01,1.03,6999.67
9.43,17.67,1.91,10.21,0.98,402.69,8.88,427.36,4191.52,56.63,485.63,463.83,1.96,4.96,752.61,0,1.05,0,24947.12,1.02,1,3207.14
13.58,22.42,1.05,13.76,1.01,601.64,9.55,453.04,4050.4,55.09,477.5,456.29,1.93,4.92,783.58,0,1.04,0,25634.68,0.96,0.99,4755.58
13.58,21.86,1.96,13.14,1.05,511.82,8.23,92.01,5913.97,62.43,455.7,56.64,1.97,5.13,774.07,0,0.96,0,25593.61,0.99,0.98,4676.27
5.08,21.9,1,22.81,0.97,476.42,8.97,461.56,4295.62,55.82,465.93,435.04,1.96,4.88,756.77,0,1.01,0,24100.93,0.96,1.05,3585.42
14.12,22.85,2.07,12.66,1.01,502.52,8.14,959.31,4560,41.31,484.72,861.42,2.1,4.95,794.04,0,0.97,0,25427.97,0.96,0.99,4631.92
13.62,23.32,2.97,6.05,1.01,480.72,7.53,447.84,4005.98,55.5,492.26,466.36,1.94,4.99,827.11,0,0.98,0,25941.71,0.99,0.96,4368.42
4.93,21.05,2.87,21.65,1.03,640.83,8.27,457.66,4166.22,53.23,489.3,430.01,1.99,5.22,780.12,0,1.04,0,23695.13,1.05,1.05,6837.85
7.33,18.69,3,20.9,0.96,359.96,7.94,460.27,4182.81,56.87,489.03,427.07,1.91,4.86,785.06,0,0.97,0,23628.57,1.03,0.98,3729.6
6.92,20.3,0,3.96,1.01,223.06,8,437.63,4256.39,55.63,497.84,465.43,2.07,4.96,759.33,0,1.04,0,24695.2,0.95,1,975.81
14.64,21.56,1.92,13.06,1,525.61,8.31,143.57,3877.57,75.22,476.74,248.68,1.94,5.08,784.59,0,1.02,0,25449.74,1,1.04,4517.52
16.97,22.92,0,11.42,1.02,522.97,7.68,447.46,4012.93,54.66,496.12,449.08,2.01,5.12,815.23,0,1.03,0,24124.68,1,0.99,3148.98
14.6,22.24,1.93,13.51,1,516.78,8.34,1030.44,4108.64,43.57,410.02,997.49,1.95,5.08,797.05,0,1,0,25836.58,1,1.04,4591.55
13.88,24.13,1.03,18.74,1.02,587.11,8.24,430.21,4086.87,57.13,473.24,438.79,1.93,4.8,825.29,0,1.02,0,24048.72,1.05,1.04,5367.72
14.64,21.11,2.01,13.14,0.96,531.66,8.02,48.95,3951.27,51.7,599.93,89.57,1.99,4.82,786.43,0,1.03,0,23896.8,0.98,1.04,4524.42
14.29,21.43,1.95,12.84,1.01,503.1,8.63,930.81,3259.42,59.01,406.99,964.58,1.92,5.24,819.77,0,0.99,0,24822.9,1,1.01,4584.02
19.52,23.09,0.97,15.46,1.04,446.62,7.61,428.6,4082.07,55.35,497.02,438.42,1.98,4.76,758.46,0,1.03,0,24282.45,1.02,1.05,3714.05
18.11,22.39,1.99,20.15,0.97,653.21,9.2,448.39,4013.39,54.54,461.41,458.16,2,4.82,817.22,0,0.97,0,24828.24,0.97,0.99,6211.27
22.89,22.53,0,11.82,1.02,490.33,7.8,457.27,4071.49,55.44,477.03,433.06,1.94,4.77,826.13,0,0.95,0,24942.15,0.97,0.99,3177.09
15.48,24.11,2.05,12.19,12.14,669.11,7.81,425.08,4076.63,52.5,477.22,444.13,2,4.99,812.81,0,0.98,0,24169.47,0.98,0.95,7118.18
14.05,23.08,2.09,13.01,1.04,517.53,8.49,608.99,5278.39,151.29,421.94,710.23,2,5.11,815.54,0,0.98,0,25810.37,0.96,0.96,4651.65
21.05,22.25,1.99,14.03,11.84,807.99,7.96,443.55,4119.47,55.88,494.3,449.91,1.92,4.85,779.94,0,1.04,0,25960.92,1.03,1,8475.41
5.92,21.01,0.99,13.31,1.03,340.27,8.59,446.08,4012.42,57.55,472.35,456.18,1.9,4.88,801.02,0,0.99,0,24402.78,1.02,0.96,2153.52
14.3,21.81,1.95,12.43,0.96,519.06,8.16,100.6,3811.76,50.6,602.95,139.19,2.06,5.13,779.57,0,0.97,0,24245.34,0.96,1.01,4505.31
23.23,22.52,3.06,18.44,1.01,578.99,8.09,440.14,4082.91,55.95,499.9,424.22,2.09,4.94,808.19,0,0.97,0,24809.85,1.01,0.97,7510.84
13.39,22.56,1.95,13.43,0.96,524.9,8.73,240.9,3481.87,53.7,525.05,171.87,1.96,5,752.86,0,1.01,0,24417.76,0.98,0.98,4523.95
15.06,23.06,0,3.02,11.42,324.86,8.14,457.6,4090.09,56.51,472.35,466.34,2.05,5.14,809.62,0,1.05,0,25735.49,0.98,1,1864.73
13.44,22.48,1.94,13.01,1.05,532.83,8.18,41.36,4388.62,50.49,559.66,54.86,1.99,4.79,800.48,0,1.01,0,24878.17,1.05,0.97,4519.33
14.02,21.77,1.94,12.56,1.03,518.47,8.02,391.93,3378.47,50.48,420.66,655.4,1.97,5.15,792.27,0,0.95,0,24637.18,1.02,1.04,4218.68
15.5,22.03,0.99,11.61,1.04,462.55,8.03,458.86,4011.39,54.38,493.48,433.29,2.01,5.24,773.05,0,1.02,0,23637.55,1,0.97,3590.33
14.54,21.02,2.02,13.1,0.97,495.26,8.69,204.94,2979.27,45.96,539.18,99.51,2.02,5.06,764.86,0,1,0,25610.47,0.97,0.99,4599.37
21.69,23.62,2.91,19.77,1.04,634.98,8.39,441.95,4249.71,55.72,483.17,448.69,1.97,4.9,785.18,0,0.97,0,24732.84,0.99,1.04,7169.85
8.96,18.58,2.04,19.81,0.96,405.5,8.49,428.87,3946.85,53.51,479.25,447.15,1.94,5.21,775.05,0,0.97,0,23911.64,1.02,0.96,3465.63
15.44,21.99,2.99,12.18,1.02,509.45,7.13,452.36,3948.06,53.94,465.95,438.75,2.02,5.16,788.51,0,0.97,0,24523.56,0.96,0.96,5462.19
11.18,23.2,3.12,20.77,0.96,715.38,8.48,447.46,4059.66,56.31,476.67,447.12,2.09,4.98,799.12,0,0.98,0,23542.85,1.03,0.99,8675.16
14.32,21.58,1.94,13.22,0.97,489.92,8.35,1122.45,3290.66,32.55,392.93,548.13,2.07,5.15,802.97,0,1.03,0,24411.34,1.02,0.99,4161.2
14.3,22.76,2.07,12.77,0.97,494.43,8.45,276.79,5109.15,67.93,481.87,193.05,1.91,4.87,806.53,0,1.03,0,25719.77,1.01,0.99,4233.26
13.52,20.93,1.91,13.05,0.98,523.15,8.62,376.73,3793.67,91.23,400.47,349.76,2.03,4.84,763.16,0,0.96,0,24487.35,0.96,0.98,4420.23
9.11,23.73,1.95,19.23,1.02,539.42,7.5,439.18,4221.8,53.44,467.65,434.64,1.95,5.07,810.79,0,0.98,0,25391,0.97,0.96,5314.92
19.92,22.8,0,21.75,0.98,477.92,8.19,432.14,4123.46,56.54,465.99,428.69,1.96,4.82,788.36,0,0.97,0,23732.54,0.97,0.95,3543.24
14.34,22.78,2.03,13.33,0.98,497.76,8.27,1277.09,3825.13,73.04,298.33,1318.94,2.04,5.14,802.75,0,1.04,0,24926.22,1.01,0.97,4793.57
14.16,21.16,1.92,13.5,1.01,536.22,8.33,1340.29,4876.5,62.82,354.52,1295.26,2,4.87,818.05,0,0.96,0,23867.39,1.03,0.97,4371.87
4.92,18.12,0,8.18,0.97,252.88,8.18,434.53,4169.66,53.09,501.07,433.15,1.91,5.05,806.54,0,1,0,24695.85,0.96,1.04,1122.95
6.83,18.64,0.99,9.62,0.96,249.79,7.63,453.25,4276.74,55.46,478.21,441.76,2.01,5.1,750.78,0,0.95,0,24770.23,0.95,1,1550.13
11.25,22.94,0,20.68,12.56,505.44,9.49,461.19,3966.4,56.09,467.58,431.67,2.04,5.23,764.66,0,0.96,0,24278.25,0.98,0.98,3982.17
13.61,21.52,2.01,12.92,1.01,526.05,8.5,1165.26,4088.06,35.69,389.95,860.5,1.97,4.81,766.08,0,0.99,0,23535.12,0.95,0.99,4392.67
13.56,21.37,2.05,12.7,1.02,502.54,8.65,160.69,2467.91,38.73,690.96,227.21,2.09,4.9,765.59,0,0.99,0,25364.16,1.04,0.95,4745.08
13.6,21.12,2.01,12.8,0.96,491.85,8.06,1115.99,4412.03,43.45,336.09,1473.6,2,5.05,770.72,0,1.05,0,25248.95,1.02,1.04,4096.93
10.6,23.52,0,5.76,12.11,415.95,8.91,435.14,4050.48,54.29,496.73,448.07,2.01,5.12,819.59,0,1.02,0,24737.2,0.99,1.05,2574.99
19.6,22.53,2.89,11.36,0.96,671.15,8.24,457.36,3990.41,52.9,479.66,430.69,1.99,5.14,761.6,0,0.97,0,24666.45,1.02,1,7595.09
20.62,21.34,2.04,18.07,1.02,587.3,8.46,458.53,4142.49,55.5,503.83,465.56,2.09,4.85,766.87,0,1.03,0,23567.23,0.96,0.97,5753.68
4.95,17.7,1.94,3.91,1.02,227.23,7.47,422.23,4182.1,54.5,479.18,455.11,1.93,4.77,758.97,0,1,0,25237.52,1.01,1.01,1550.13
18.84,23.89,2.03,8.24,0.99,574.72,7.52,439.61,3911.51,56.46,500.06,436.51,2.01,4.97,763.35,0,1.01,0,24084.86,0.96,1.03,5280.89
10.81,23.33,0.98,18.72,0.98,548.43,8.68,444.75,3922.28,57.4,466.45,448.39,1.96,5.19,789.96,0,1.04,0,23855.99,1.02,0.97,4481.17
14.33,22.37,1.97,13.29,0.98,515.39,8.46,201.96,3109.35,65.8,583.51,181.22,2,4.96,785.65,0,1.04,0,25488.95,0.96,1.02,4331.47
14.4,21.71,1.95,13.22,0.98,531.28,8.37,201.98,4330.56,51.48,491.2,198.38,2.04,5,808.4,0,0.96,0,24406.22,1.01,0.96,4594.74
13.99,21.08,1.91,13.34,0.96,499.32,8.75,617.15,4921.86,51.89,526.85,536,1.93,5.18,781.22,0,1.04,0,25713.9,0.97,0.97,4452.59
13.81,22.28,1.91,13.59,0.96,498.62,8.08,679.71,5000.26,57,487.29,794.53,2.1,5.2,826.29,0,1.01,0,24732.62,1.01,0.95,4552.58
20.63,22.5,0,3.92,12.55,517.1,8.63,440.38,4286.22,52.6,467.87,453.11,2.03,5.22,815.01,0,1.04,0,24631.74,0.95,1.05,3449.23
10.58,22.3,3.09,13.34,1,665.94,7.81,420.62,4125.14,56.57,498.32,424.61,2.09,4.92,827.43,0,0.96,0,24829.82,0.96,0.99,6878.49
